natmass,age,sex,sei10,region,polviews
About right,35,Male,20.7,Mountain,Extremely liberal
Too little,54,Male,20.5,Mountain,Moderate
Too little,27,Female,37.6,Mountain,Slghtly conservative
Too little,55,Female,23.8,Mountain,Slghtly conservative
Too little,57,Female,37.2,Mountain,Liberal
About right,44,Female,37.6,Mountain,Liberal
About right,27,Female,60.3,Mountain,Liberal
About right,35,Male,63.1,Mountain,Moderate
About right,27,Male,62,Mountain,Conservative
About right,27,Female,0,Mountain,Extrmly conservative
Too much,48,Male,67.7,Mountain,Slghtly conservative
Too little,30,Male,21.3,Mountain,Moderate
About right,34,Female,63.7,Mountain,Moderate
Too little,36,Female,46.6,Mountain,Slghtly conservative
About right,25,Female,41.1,Mountain,Moderate
Too little,67,Male,50.1,Mountain,Conservative
Too much,33,Female,38.2,Mountain,Moderate
Too little,50,Female,21.6,Mountain,Moderate
About right,23,Female,23.8,Mountain,Moderate
About right,35,Male,52.5,Mountain,Moderate
Too little,28,Male,52,Mountain,Slghtly conservative
About right,62,Female,39.7,Mountain,Moderate
Too little,25,Female,18.6,Mountain,Moderate
Too little,54,Male,50,Mountain,Moderate
Too little,47,Female,61.4,Mountain,Liberal
About right,54,Female,83.8,Mountain,Slghtly conservative
About right,55,Female,57.8,Mountain,Slghtly conservative
About right,66,Female,87.9,Mountain,Slghtly conservative
About right,60,Female,38.3,Mountain,Slightly liberal
About right,27,Female,63.7,Mountain,Conservative
About right,33,Male,32,W. sou. central,Slghtly conservative
About right,34,Female,80.9,W. sou. central,Conservative
About right,89 or older,Female,21.6,W. sou. central,Moderate
Too little,58,Male,87.9,W. sou. central,Moderate
Too much,22,Male,49.6,W. sou. central,Moderate
About right,40,Male,41.8,W. sou. central,Moderate
About right,57,Female,59.8,W. sou. central,Conservative
About right,29,Male,28.4,W. sou. central,Slghtly conservative
About right,58,Male,39.2,W. sou. central,Moderate
About right,70,Female,38.1,W. sou. central,Moderate
Too little,53,Female,26.8,W. sou. central,Slightly liberal
About right,19,Female,19.6,W. sou. central,Moderate
Too little,55,Male,72.6,W. sou. central,Moderate
Too much,21,Male,81,W. sou. central,Moderate
Too much,45,Male,20.1,W. sou. central,Moderate
About right,51,Female,38.3,W. sou. central,Moderate
Too little,57,Male,68.6,W. sou. central,Slghtly conservative
Too little,51,Male,57.3,W. sou. central,Moderate
About right,41,Male,53.8,W. sou. central,Slghtly conservative
About right,78,Female,76.3,W. sou. central,Conservative
About right,43,Male,83.8,W. sou. central,Moderate
About right,38,Female,59.8,W. sou. central,Moderate
Too little,56,Male,35.4,W. sou. central,Slightly liberal
Too little,46,Female,62.9,W. sou. central,Conservative
About right,56,Male,44.5,W. sou. central,Slghtly conservative
Too little,33,Female,50.3,W. sou. central,Slightly liberal
About right,36,Female,39.7,W. sou. central,Moderate
Too little,73,Female,14,W. sou. central,Conservative
About right,39,Female,37.6,W. sou. central,Slightly liberal
About right,54,Male,28.5,W. sou. central,Slghtly conservative
About right,69,Male,65.3,W. sou. central,Extrmly conservative
Too little,43,Female,43,W. sou. central,Slightly liberal
About right,38,Female,50.3,W. sou. central,Moderate
About right,89 or older,Male,62,W. sou. central,Conservative
About right,53,Female,12.4,W. sou. central,Conservative
About right,62,Female,24.2,W. sou. central,Moderate
Too little,35,Female,20.1,W. sou. central,Moderate
Too little,58,Male,32,W. sou. central,Conservative
Too little,22,Female,19.6,W. sou. central,Slghtly conservative
Too little,57,Male,22.9,W. sou. central,Slghtly conservative
About right,28,Female,17.5,W. sou. central,Moderate
Too little,33,Female,13.6,W. sou. central,Moderate
Too little,36,Female,24.2,W. sou. central,Slghtly conservative
Too little,35,Male,43.9,W. sou. central,Slightly liberal
About right,41,Male,24.1,W. sou. central,Moderate
Too little,57,Male,99.9,W. sou. central,Moderate
About right,54,Female,31.6,W. sou. central,Slightly liberal
About right,52,Male,43.5,W. sou. central,Moderate
About right,83,Female,21.6,W. sou. central,Moderate
Too little,37,Male,86.1,W. sou. central,Extrmly conservative
About right,59,Female,28.4,W. sou. central,Moderate
Too little,30,Female,41.4,W. sou. central,Moderate
Too little,60,Female,37.2,W. sou. central,Liberal
Too little,23,Male,12.6,W. sou. central,Conservative
About right,59,Female,62.9,W. sou. central,Moderate
About right,61,Female,71.8,W. sou. central,Conservative
Too little,61,Male,32,W. sou. central,Conservative
About right,58,Male,79.4,W. sou. central,Slghtly conservative
Too little,47,Female,43.9,W. sou. central,Liberal
About right,84,Male,39.9,W. sou. central,Slghtly conservative
About right,72,Male,62.6,W. sou. central,Slghtly conservative
About right,23,Male,39.7,W. sou. central,Moderate
About right,65,Male,67.7,W. sou. central,Slightly liberal
About right,29,Male,13.6,W. sou. central,Slightly liberal
Too little,61,Female,21.6,W. sou. central,Moderate
About right,52,Female,43,W. sou. central,Moderate
About right,54,Female,62.9,W. sou. central,Slghtly conservative
About right,62,Female,38.8,W. sou. central,Slghtly conservative
About right,29,Male,43,W. sou. central,Moderate
About right,37,Male,25.2,W. sou. central,Conservative
About right,29,Male,92.8,W. nor. central,Moderate
Too little,30,Female,24.2,W. nor. central,Liberal
About right,57,Female,36.5,W. nor. central,Moderate
About right,30,Male,70.1,W. nor. central,Slightly liberal
Too little,75,Female,25.1,W. nor. central,Moderate
About right,45,Female,26.9,W. nor. central,Liberal
About right,54,Female,99.9,W. nor. central,Moderate
Too little,62,Male,51.7,W. nor. central,Slightly liberal
Too little,27,Male,61.9,W. nor. central,Slghtly conservative
Too little,22,Male,14.6,W. nor. central,Moderate
Too little,27,Female,99.9,W. nor. central,Moderate
Too much,46,Male,27,W. nor. central,Conservative
About right,37,Female,24.6,W. nor. central,Moderate
About right,33,Male,64.2,W. nor. central,Conservative
Too much,71,Female,20.8,W. nor. central,Conservative
Too little,29,Female,65.3,W. nor. central,Slightly liberal
About right,29,Female,23.8,W. nor. central,Slightly liberal
About right,53,Female,46.6,W. nor. central,Slghtly conservative
Too little,41,Female,25,W. nor. central,Moderate
About right,57,Female,38.8,W. nor. central,Conservative
About right,31,Female,32.6,W. nor. central,Moderate
Too little,60,Male,27.1,W. nor. central,Liberal
Too little,73,Male,50.4,W. nor. central,Moderate
About right,23,Female,21.6,W. nor. central,Moderate
About right,36,Female,13.6,W. nor. central,Moderate
Too little,82,Female,23.8,W. nor. central,Conservative
Too little,61,Female,80.9,W. nor. central,Slghtly conservative
Too little,58,Male,41,W. nor. central,Moderate
Too little,63,Male,36.4,W. nor. central,Moderate
Too little,83,Female,0,W. nor. central,Conservative
About right,80,Female,71.6,W. nor. central,Extremely liberal
About right,41,Female,69.3,W. nor. central,Slghtly conservative
Too much,79,Male,43,W. nor. central,Conservative
About right,46,Female,46.5,W. nor. central,Slightly liberal
Too little,77,Male,70.1,W. nor. central,Slghtly conservative
Too little,66,Female,21.6,W. nor. central,Moderate
About right,77,Female,26.1,W. nor. central,Conservative
Too little,57,Female,32,W. nor. central,Moderate
Too little,48,Female,27,W. nor. central,Moderate
Too little,42,Male,37.6,W. nor. central,Moderate
Too much,22,Female,28.7,W. nor. central,Moderate
Too much,49,Male,59.1,W. nor. central,Conservative
About right,29,Female,0,W. nor. central,Slightly liberal
About right,70,Female,0,W. nor. central,Slightly liberal
About right,42,Female,82.5,W. nor. central,Slightly liberal
Too little,54,Female,69.4,W. nor. central,Conservative
About right,25,Male,32,W. nor. central,Moderate
About right,53,Female,32.6,W. nor. central,Moderate
About right,24,Male,52,W. nor. central,Moderate
Too little,52,Female,38.8,W. nor. central,Extrmly conservative
About right,24,Male,28.4,W. nor. central,Slghtly conservative
About right,22,Female,14,W. nor. central,Moderate
About right,34,Female,38.8,W. nor. central,Moderate
Too little,54,Female,84.2,E. nor. central,Slghtly conservative
Too much,31,Male,31.2,E. nor. central,Slghtly conservative
About right,42,Female,84.2,E. nor. central,Slghtly conservative
About right,78,Male,32,E. nor. central,Slightly liberal
About right,59,Female,49.4,E. nor. central,Moderate
About right,56,Male,20,E. nor. central,Extrmly conservative
About right,57,Male,39.9,E. nor. central,Moderate
Too much,55,Female,59.9,E. nor. central,Moderate
Too little,63,Male,84.5,E. nor. central,Liberal
About right,37,Male,50,E. nor. central,Slghtly conservative
Too little,71,Male,84.5,E. nor. central,Liberal
Too little,54,Female,84.5,E. nor. central,Liberal
Too little,78,Female,80.9,E. nor. central,Moderate
About right,40,Male,23,E. nor. central,Conservative
About right,51,Female,57.4,E. nor. central,Conservative
Too little,22,Male,14,E. nor. central,Extremely liberal
About right,83,Female,25,E. nor. central,Slghtly conservative
About right,69,Female,38.8,E. nor. central,Slightly liberal
About right,46,Male,24.1,E. nor. central,Moderate
About right,34,Female,69.4,E. nor. central,Conservative
Too little,36,Female,37.6,E. nor. central,Liberal
About right,25,Female,24.2,E. nor. central,Moderate
Too much,43,Male,50,E. nor. central,Conservative
Too little,36,Female,38.8,E. nor. central,Conservative
About right,61,Female,34.8,E. nor. central,Moderate
About right,53,Female,24.2,E. nor. central,Liberal
Too little,72,Female,36.4,E. nor. central,Slghtly conservative
Too little,31,Male,61.9,E. nor. central,Slightly liberal
Too little,31,Male,85.2,E. nor. central,Extrmly conservative
About right,21,Female,38.8,E. nor. central,Moderate
About right,34,Female,80.9,E. nor. central,Moderate
About right,32,Female,67.8,E. nor. central,Moderate
Too little,63,Male,24,E. nor. central,Conservative
About right,39,Female,37.6,E. nor. central,Moderate
About right,49,Female,82.5,E. nor. central,Moderate
About right,34,Male,20.1,E. nor. central,Moderate
Too much,73,Female,24.2,E. nor. central,Slghtly conservative
Too little,57,Female,81,E. nor. central,Extremely liberal
Too little,83,Male,53.6,E. nor. central,Extrmly conservative
Too much,77,Male,77.4,E. nor. central,Conservative
Too little,69,Male,28.4,E. nor. central,Conservative
Too much,29,Male,86.7,E. nor. central,Moderate
About right,63,Female,18.6,E. nor. central,Slghtly conservative
About right,38,Female,61.4,E. nor. central,Slghtly conservative
Too little,53,Male,86.5,E. nor. central,Conservative
Too little,61,Female,20.1,E. nor. central,Liberal
About right,43,Female,0,E. nor. central,Moderate
Too much,48,Male,57.5,E. nor. central,Moderate
Too little,54,Female,38.8,E. nor. central,Moderate
About right,32,Female,62.4,E. nor. central,Moderate
About right,56,Male,31,E. nor. central,Extrmly conservative
About right,69,Male,35.2,E. nor. central,Moderate
Too little,39,Male,59.1,E. nor. central,Liberal
About right,43,Female,80.9,South atlantic,Extremely liberal
Too little,53,Female,57,South atlantic,Moderate
Too much,54,Female,24.6,South atlantic,Moderate
Too little,79,Female,22.9,South atlantic,Moderate
About right,71,Female,38.8,South atlantic,Slightly liberal
About right,61,Female,26.1,South atlantic,Slghtly conservative
Too little,23,Male,13.6,South atlantic,Slghtly conservative
About right,55,Male,59.1,South atlantic,Conservative
Too much,60,Female,25.2,South atlantic,Slghtly conservative
Too much,72,Male,46.6,South atlantic,Conservative
About right,60,Female,34.7,South atlantic,Slightly liberal
About right,44,Female,25.7,South atlantic,Conservative
About right,50,Male,36.4,E. nor. central,Moderate
Too little,35,Female,84.2,E. nor. central,Conservative
About right,38,Female,21.6,E. nor. central,Moderate
Too much,61,Male,32,E. nor. central,Moderate
About right,26,Male,32.6,E. nor. central,Moderate
Too little,33,Female,0,E. nor. central,Moderate
About right,46,Female,0,E. nor. central,Conservative
About right,87,Female,24.2,E. nor. central,Moderate
Too little,46,Male,28.7,E. nor. central,Moderate
About right,50,Male,14,E. nor. central,Moderate
About right,39,Male,28.4,E. nor. central,Moderate
About right,64,Male,18.6,E. nor. central,Slghtly conservative
About right,42,Female,24.2,E. nor. central,Moderate
About right,43,Female,43,E. nor. central,Moderate
Too little,38,Male,67.7,E. sou. central,Liberal
Too little,24,Female,45.1,E. sou. central,Moderate
Too little,32,Female,35.8,E. sou. central,Conservative
Too little,25,Female,29.4,E. sou. central,Extremely liberal
Too much,20,Male,25.2,E. sou. central,Liberal
About right,40,Female,12.6,E. sou. central,Extremely liberal
About right,59,Female,38.3,E. sou. central,Slghtly conservative
About right,50,Male,52,E. sou. central,Conservative
About right,52,Female,46.5,E. sou. central,Moderate
Too little,67,Female,13.6,E. sou. central,Moderate
About right,67,Male,28.6,E. sou. central,Moderate
Too much,42,Male,10.6,E. sou. central,Liberal
About right,30,Male,43.9,E. sou. central,Slghtly conservative
About right,69,Female,26.1,E. sou. central,Moderate
Too little,33,Female,13.6,E. sou. central,Moderate
Too little,52,Female,14,E. sou. central,Extremely liberal
About right,31,Female,24.2,E. sou. central,Slightly liberal
About right,43,Female,23.3,E. sou. central,Moderate
About right,55,Female,23.3,E. sou. central,Extrmly conservative
Too much,55,Female,17.1,E. sou. central,Moderate
Too little,29,Male,0,E. sou. central,Extrmly conservative
About right,76,Male,32,E. sou. central,Conservative
About right,34,Female,21.6,E. sou. central,Moderate
About right,23,Female,21.6,E. sou. central,Moderate
Too little,66,Male,28.4,E. sou. central,Liberal
About right,69,Male,73.9,E. sou. central,Conservative
About right,59,Female,46.6,E. sou. central,Conservative
About right,26,Male,19.7,E. sou. central,Moderate
Too little,74,Female,26.9,South atlantic,Moderate
About right,34,Female,12.6,South atlantic,Moderate
Too much,83,Female,26.1,South atlantic,Slghtly conservative
Too much,54,Female,12.6,South atlantic,Slghtly conservative
Too much,38,Female,14,South atlantic,Moderate
Too little,61,Female,0,South atlantic,Moderate
About right,56,Male,20,South atlantic,Extrmly conservative
About right,58,Female,26.1,South atlantic,Slghtly conservative
About right,40,Male,34.1,South atlantic,Moderate
Too little,53,Female,31.6,South atlantic,Moderate
Too little,63,Female,45.1,South atlantic,Conservative
About right,62,Male,25.2,South atlantic,Slightly liberal
Too little,66,Female,84.5,South atlantic,Liberal
About right,82,Female,38.8,South atlantic,Moderate
About right,42,Male,84.2,South atlantic,Conservative
Too little,46,Male,87.9,South atlantic,Moderate
Too little,55,Male,45.4,South atlantic,Conservative
About right,57,Female,84.2,South atlantic,Moderate
About right,51,Male,18.8,South atlantic,Conservative
About right,78,Female,13.6,South atlantic,Extrmly conservative
About right,81,Female,21.8,South atlantic,Conservative
Too much,18,Female,0,South atlantic,Moderate
About right,71,Female,38.8,South atlantic,Moderate
Too little,64,Female,20.1,South atlantic,Moderate
About right,19,Male,37.6,South atlantic,Moderate
Too little,55,Female,51.8,South atlantic,Extrmly conservative
About right,85,Female,21.6,South atlantic,Moderate
Too little,62,Male,39.5,South atlantic,Slghtly conservative
Too little,65,Female,26.9,New england,Liberal
About right,35,Female,14.6,New england,Conservative
Too much,27,Female,80.9,New england,Moderate
Too much,88,Male,31,New england,Moderate
About right,78,Female,77.2,New england,Moderate
About right,44,Female,12.6,New england,Moderate
Too little,60,Male,80.1,New england,Extremely liberal
Too much,47,Male,38.3,New england,Slightly liberal
About right,30,Female,38.3,New england,Moderate
Too little,52,Male,82.5,New england,Liberal
About right,72,Female,84.2,New england,Liberal
Too little,66,Female,72.7,New england,Slightly liberal
About right,38,Male,18.6,New england,Moderate
Too little,74,Male,59.8,New england,Slghtly conservative
Too little,24,Female,26.1,New england,Liberal
Too much,49,Female,38.3,New england,Conservative
About right,58,Female,77.3,New england,Slghtly conservative
Too little,62,Female,32.6,New england,Extremely liberal
Too little,34,Female,23.3,New england,Moderate
Too little,56,Male,73.9,New england,Moderate
Too little,40,Male,43,New england,Moderate
About right,63,Female,64.4,New england,Moderate
Too little,40,Male,69.3,New england,Moderate
About right,68,Male,38.3,New england,Moderate
About right,21,Male,14,New england,Liberal
About right,35,Female,84.2,New england,Extremely liberal
Too little,41,Female,24.2,New england,Moderate
About right,56,Female,30,New england,Slghtly conservative
Too little,57,Male,25.2,New england,Slghtly conservative
Too little,68,Female,45.1,New england,Moderate
Too much,75,Female,20.5,New england,Conservative
Too little,57,Female,54.6,New england,Extremely liberal
Too much,77,Male,34.1,New england,Conservative
About right,87,Female,38.3,New england,Moderate
Too little,55,Female,13.6,New england,Slghtly conservative
Too little,72,Male,39.7,New england,Slghtly conservative
