dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
1856,2193,LGA,DCA,49,214,US,2013-11-06,on_time,2013-11-07T00:00:00Z
1529,153,JFK,MCO,149,944,B6,2013-02-19,on_time,2013-02-19T20:00:00Z
1446,3983,JFK,BWI,42,184,9E,2013-10-22,on_time,2013-10-22T18:00:00Z
1507,4309,JFK,IND,120,665,MQ,2013-01-25,on_time,2013-01-25T20:00:00Z
921,3613,JFK,ROC,52,264,9E,2013-03-28,on_time,2013-03-28T13:00:00Z
1759,4658,EWR,CHS,92,628,EV,2013-05-16,late,2013-05-16T21:00:00Z
1935,1016,JFK,BOS,39,187,B6,2013-03-10,late,2013-03-10T22:00:00Z
1456,802,EWR,CLT,81,529,US,2013-08-12,on_time,2013-08-12T19:00:00Z
1703,133,JFK,LAX,328,2475,AA,2013-01-04,late,2013-01-04T20:00:00Z
1639,1012,JFK,BOS,40,187,B6,2013-05-16,on_time,2013-05-16T20:00:00Z
1301,1791,EWR,HOU,188,1411,WN,2013-05-20,on_time,2013-05-20T16:00:00Z
1644,1619,LGA,MSP,142,1020,DL,2013-11-07,on_time,2013-11-07T21:00:00Z
2204,4373,EWR,DCA,38,199,EV,2013-03-01,late,2013-03-01T22:00:00Z
910,4495,EWR,SAV,97,708,EV,2013-05-18,on_time,2013-05-18T13:00:00Z
754,3478,LGA,DTW,78,502,MQ,2013-07-12,on_time,2013-07-12T11:00:00Z
936,4582,LGA,CLT,84,544,MQ,2013-05-24,on_time,2013-05-24T13:00:00Z
1959,208,EWR,SEA,313,2402,UA,2013-10-08,on_time,2013-10-08T23:00:00Z
1931,4204,EWR,OKC,216,1325,EV,2013-02-12,on_time,2013-02-13T00:00:00Z
2013,4569,LGA,RDU,82,431,MQ,2013-04-25,late,2013-04-25T23:00:00Z
622,4599,LGA,MSP,157,1020,MQ,2013-04-15,on_time,2013-04-15T10:00:00Z
906,5109,LGA,CHS,86,641,EV,2013-10-30,on_time,2013-10-30T13:00:00Z
1221,1483,EWR,PHX,283,2133,UA,2013-05-02,on_time,2013-05-02T16:00:00Z
727,311,EWR,DEN,232,1605,UA,2013-08-13,late,2013-08-13T11:00:00Z
1436,4171,EWR,MSN,122,799,EV,2013-04-17,late,2013-04-17T18:00:00Z
1205,482,EWR,DEN,231,1605,WN,2013-11-01,on_time,2013-11-01T16:00:00Z
1046,4589,LGA,DTW,84,502,MQ,2013-05-17,on_time,2013-05-17T14:00:00Z
926,586,JFK,ROC,47,264,B6,2013-08-25,on_time,2013-08-25T13:00:00Z
2006,2142,EWR,ATL,104,746,DL,2013-12-01,on_time,2013-12-02T00:00:00Z
1633,4326,EWR,CLT,76,529,EV,2013-05-21,late,2013-05-21T18:00:00Z
652,1686,EWR,BOS,36,200,UA,2013-09-26,on_time,2013-09-26T10:00:00Z
1656,1171,LGA,DFW,172,1389,AA,2013-09-30,on_time,2013-09-30T21:00:00Z
2012,225,JFK,TPA,143,1005,B6,2013-07-27,late,2013-07-27T23:00:00Z
1056,1341,LGA,BNA,105,764,WN,2013-10-13,on_time,2013-10-13T15:00:00Z
1747,884,LGA,DEN,224,1620,DL,2013-06-08,on_time,2013-06-08T21:00:00Z
609,1772,JFK,CLT,85,541,US,2013-11-11,on_time,2013-11-11T11:00:00Z
1535,133,JFK,RSW,146,1074,B6,2013-05-24,on_time,2013-05-24T19:00:00Z
1850,169,EWR,LAX,301,2454,VX,2013-07-06,on_time,2013-07-06T22:00:00Z
1121,1951,LGA,CLT,81,544,US,2013-09-06,on_time,2013-09-06T15:00:00Z
1208,3230,JFK,DCA,45,213,MQ,2013-07-26,late,2013-07-26T15:00:00Z
1228,40,LGA,HOU,191,1428,WN,2013-06-04,on_time,2013-06-04T16:00:00Z
2355,739,JFK,PSE,202,1617,B6,2013-05-31,on_time,2013-06-01T03:00:00Z
1651,891,EWR,HOU,216,1411,WN,2013-01-17,on_time,2013-01-17T21:00:00Z
1639,1161,LGA,PBI,143,1035,B6,2013-08-21,on_time,2013-08-21T20:00:00Z
52,234,JFK,BTV,50,266,B6,2013-08-08,late,2013-08-09T02:00:00Z
1749,1585,LGA,MCO,151,950,DL,2013-01-06,late,2013-01-06T22:00:00Z
1757,3301,LGA,RDU,64,431,MQ,2013-07-05,on_time,2013-07-05T21:00:00Z
1924,1715,LGA,MSY,186,1183,DL,2013-02-20,on_time,2013-02-21T00:00:00Z
638,1965,EWR,CLT,93,529,US,2013-02-20,on_time,2013-02-20T11:00:00Z
926,1639,LGA,RSW,156,1080,B6,2013-03-16,on_time,2013-03-16T13:00:00Z
1630,3357,LGA,ATL,117,762,MQ,2013-12-16,on_time,2013-12-16T21:00:00Z
656,550,LGA,ORD,127,733,UA,2013-02-02,on_time,2013-02-02T12:00:00Z
1938,5325,LGA,CHO,67,305,EV,2013-04-04,on_time,2013-04-04T23:00:00Z
1327,5299,LGA,MEM,133,963,EV,2013-09-13,on_time,2013-09-13T17:00:00Z
2050,399,LGA,MCO,147,950,B6,2013-02-16,on_time,2013-02-17T02:00:00Z
1327,1122,EWR,PBI,135,1023,UA,2013-05-31,on_time,2013-05-31T17:00:00Z
1541,133,JFK,LAX,318,2475,AA,2013-05-15,on_time,2013-05-15T19:00:00Z
1723,1078,EWR,SAT,211,1569,UA,2013-08-13,on_time,2013-08-13T21:00:00Z
2049,5254,LGA,DSM,135,1031,EV,2013-08-23,on_time,2013-08-24T00:00:00Z
1121,2099,LGA,MIA,147,1096,AA,2013-08-10,on_time,2013-08-10T15:00:00Z
1818,527,EWR,MCO,121,937,B6,2013-05-30,on_time,2013-05-30T21:00:00Z
926,384,EWR,BOS,40,200,UA,2013-12-11,on_time,2013-12-11T14:00:00Z
828,4558,LGA,CLE,73,419,MQ,2013-05-15,on_time,2013-05-15T12:00:00Z
1918,2139,LGA,MIA,153,1096,DL,2013-02-06,on_time,2013-02-07T00:00:00Z
1715,512,JFK,SFO,322,2586,UA,2013-05-06,on_time,2013-05-06T21:00:00Z
1236,1186,EWR,MIA,137,1085,UA,2013-08-08,on_time,2013-08-08T16:00:00Z
1949,21,JFK,LAX,301,2475,AA,2013-05-02,on_time,2013-05-02T23:00:00Z
1712,1088,JFK,SAN,332,2446,DL,2013-02-21,on_time,2013-02-21T22:00:00Z
700,1525,EWR,RSW,174,1068,UA,2013-03-03,on_time,2013-03-03T12:00:00Z
1725,221,JFK,MIA,152,1089,AA,2013-07-13,on_time,2013-07-13T21:00:00Z
1654,5293,LGA,ORF,55,296,EV,2013-11-22,on_time,2013-11-22T21:00:00Z
2141,4470,EWR,ALB,33,143,EV,2013-12-27,on_time,2013-12-28T02:00:00Z
2016,3793,JFK,PHL,35,94,9E,2013-08-28,late,2013-08-28T20:00:00Z
1228,252,EWR,BOS,44,200,UA,2013-10-20,on_time,2013-10-20T16:00:00Z
2046,4573,LGA,DTW,94,502,MQ,2013-01-20,on_time,2013-01-21T01:00:00Z
1545,763,LGA,DFW,226,1389,AA,2013-02-21,on_time,2013-02-21T20:00:00Z
10,4117,EWR,DCA,38,199,EV,2013-04-17,late,2013-04-18T01:00:00Z
634,421,EWR,SFO,360,2565,UA,2013-02-19,on_time,2013-02-19T11:00:00Z
658,550,LGA,ORD,128,733,UA,2013-02-07,on_time,2013-02-07T12:00:00Z
558,4603,EWR,CVG,93,569,EV,2013-04-05,on_time,2013-04-05T10:00:00Z
1157,644,EWR,MDW,131,711,WN,2013-01-14,on_time,2013-01-14T17:00:00Z
1225,5355,LGA,BUF,48,292,EV,2013-11-17,on_time,2013-11-17T16:00:00Z
1932,299,EWR,PHX,286,2133,UA,2013-03-09,on_time,2013-03-10T00:00:00Z
2140,994,EWR,BOS,41,200,UA,2013-12-15,late,2013-12-16T02:00:00Z
2108,529,EWR,MCO,127,937,B6,2013-02-09,on_time,2013-02-10T02:00:00Z
1727,1721,EWR,LAX,333,2454,UA,2013-12-15,on_time,2013-12-15T21:00:00Z
551,2134,LGA,BOS,43,184,US,2013-11-20,on_time,2013-11-20T11:00:00Z
1758,5451,LGA,PIT,54,335,EV,2013-11-04,on_time,2013-11-04T23:00:00Z
638,711,LGA,DFW,222,1389,AA,2013-02-13,on_time,2013-02-13T11:00:00Z
2301,3470,JFK,CVG,88,589,9E,2013-07-09,late,2013-07-10T00:00:00Z
851,2140,LGA,BOS,42,184,US,2013-12-20,on_time,2013-12-20T14:00:00Z
2356,727,JFK,BQN,186,1576,B6,2013-01-01,on_time,2013-01-02T04:00:00Z
1912,4277,JFK,ORF,58,290,9E,2013-02-19,late,2013-02-19T23:00:00Z
2159,5311,LGA,BGR,54,378,EV,2013-09-06,on_time,2013-09-07T02:00:00Z
756,1273,JFK,CHS,108,636,B6,2013-12-09,on_time,2013-12-09T12:00:00Z
835,1492,EWR,ORD,108,719,UA,2013-10-14,on_time,2013-10-14T12:00:00Z
926,1051,JFK,PIT,72,340,B6,2013-01-06,late,2013-01-06T13:00:00Z
1719,3526,LGA,CMH,79,479,MQ,2013-12-12,on_time,2013-12-12T22:00:00Z
847,1932,JFK,BOS,36,187,B6,2013-03-09,late,2013-03-09T12:00:00Z
1917,1515,EWR,MIA,146,1085,UA,2013-09-04,on_time,2013-09-04T23:00:00Z
1553,493,LGA,STL,133,888,WN,2013-06-09,on_time,2013-06-09T19:00:00Z
949,3644,LGA,ATL,102,762,MQ,2013-07-30,on_time,2013-07-30T13:00:00Z
2052,2191,LGA,DCA,44,214,US,2013-02-28,on_time,2013-03-01T02:00:00Z
1033,4284,EWR,OMA,170,1134,EV,2013-12-15,on_time,2013-12-15T15:00:00Z
1749,623,LGA,ATL,107,762,FL,2013-09-03,on_time,2013-09-03T21:00:00Z
1427,4588,LGA,MSP,146,1020,MQ,2013-06-11,on_time,2013-06-11T18:00:00Z
1031,2343,EWR,ATL,101,746,DL,2013-03-08,on_time,2013-03-08T15:00:00Z
600,601,JFK,FLL,146,1069,B6,2013-07-21,on_time,2013-07-21T10:00:00Z
720,1791,JFK,CLT,98,541,US,2013-02-01,late,2013-02-01T11:00:00Z
1753,3526,LGA,CMH,69,479,MQ,2013-08-25,on_time,2013-08-25T22:00:00Z
637,413,JFK,SJU,188,1598,AA,2013-06-06,on_time,2013-06-06T10:00:00Z
1559,3825,EWR,IND,110,645,EV,2013-11-12,on_time,2013-11-12T21:00:00Z
744,901,JFK,FLL,133,1069,B6,2013-09-20,on_time,2013-09-20T11:00:00Z
1117,1203,LGA,DEN,246,1620,UA,2013-12-04,on_time,2013-12-04T16:00:00Z
1255,505,EWR,FLL,144,1065,B6,2013-10-03,on_time,2013-10-03T16:00:00Z
1601,4576,EWR,GRR,88,605,EV,2013-09-09,on_time,2013-09-09T20:00:00Z
1745,1109,EWR,MCO,133,937,UA,2013-02-09,on_time,2013-02-09T22:00:00Z
655,1547,LGA,ATL,128,762,DL,2013-12-07,on_time,2013-12-07T12:00:00Z
1040,544,LGA,ORD,121,733,UA,2013-04-16,late,2013-04-16T13:00:00Z
1030,4589,LGA,DTW,80,502,MQ,2013-06-07,on_time,2013-06-07T14:00:00Z
933,4143,EWR,ATL,110,746,EV,2013-09-17,on_time,2013-09-17T13:00:00Z
1520,1982,LGA,MIA,163,1096,DL,2013-12-06,on_time,2013-12-06T20:00:00Z
717,1345,JFK,MIA,159,1089,AA,2013-12-02,on_time,2013-12-02T12:00:00Z
1520,686,EWR,PHX,254,2133,US,2013-08-26,late,2013-08-26T17:00:00Z
2104,4019,JFK,RIC,55,288,9E,2013-05-11,late,2013-05-11T22:00:00Z
803,2119,LGA,MSP,155,1020,DL,2013-03-24,on_time,2013-03-24T12:00:00Z
1625,27,JFK,SFO,345,2586,VX,2013-08-06,on_time,2013-08-06T20:00:00Z
1438,2247,LGA,ATL,96,762,DL,2013-08-27,on_time,2013-08-27T17:00:00Z
1355,2043,JFK,ATL,115,760,DL,2013-05-03,on_time,2013-05-03T17:00:00Z
712,393,EWR,ORD,115,719,UA,2013-04-04,on_time,2013-04-04T11:00:00Z
646,331,LGA,ORD,101,733,UA,2013-09-06,on_time,2013-09-06T11:00:00Z
1456,2185,LGA,DCA,47,214,US,2013-11-12,on_time,2013-11-12T20:00:00Z
754,397,JFK,SFO,356,2586,UA,2013-11-21,on_time,2013-11-21T13:00:00Z
1912,21,JFK,LAX,305,2475,AA,2013-07-03,on_time,2013-07-03T23:00:00Z
720,905,JFK,ORD,103,740,B6,2013-07-17,on_time,2013-07-17T10:00:00Z
1616,3412,JFK,RDU,64,427,9E,2013-05-22,on_time,2013-05-22T20:00:00Z
822,1938,LGA,MIA,146,1096,AA,2013-09-01,on_time,2013-09-01T12:00:00Z
1818,1751,EWR,CLT,84,529,US,2013-11-09,on_time,2013-11-09T23:00:00Z
2211,713,JFK,SJU,190,1598,B6,2013-04-08,on_time,2013-04-09T02:00:00Z
1504,63,JFK,TPA,161,1005,B6,2013-01-05,on_time,2013-01-05T19:00:00Z
1247,1689,EWR,DTW,89,488,DL,2013-05-24,on_time,2013-05-24T16:00:00Z
920,208,JFK,PWM,48,273,B6,2013-12-26,on_time,2013-12-26T14:00:00Z
1414,337,LGA,ORD,122,733,AA,2013-10-29,on_time,2013-10-29T18:00:00Z
1846,1266,EWR,LAX,286,2454,UA,2013-07-14,on_time,2013-07-14T21:00:00Z
1526,714,LGA,CLE,71,419,UA,2013-11-25,on_time,2013-11-25T20:00:00Z
940,1574,EWR,FLL,137,1065,UA,2013-05-17,on_time,2013-05-17T13:00:00Z
1333,2058,EWR,PHX,333,2133,WN,2013-02-22,on_time,2013-02-22T18:00:00Z
1900,3858,JFK,PHL,31,94,9E,2013-09-07,on_time,2013-09-07T23:00:00Z
924,1097,LGA,DFW,269,1389,AA,2013-04-10,late,2013-04-10T13:00:00Z
1551,1607,LGA,PHL,30,96,US,2013-07-09,late,2013-07-09T19:00:00Z
1127,4294,EWR,RDU,73,416,EV,2013-01-01,on_time,2013-01-01T16:00:00Z
1837,200,EWR,MSY,164,1167,WN,2013-08-15,on_time,2013-08-15T22:00:00Z
1844,2908,JFK,BUF,54,301,9E,2013-12-01,on_time,2013-12-01T23:00:00Z
1149,3483,JFK,BOS,37,187,9E,2013-02-02,on_time,2013-02-02T16:00:00Z
652,540,EWR,RSW,179,1068,UA,2013-10-19,on_time,2013-10-19T10:00:00Z
1222,66,JFK,BUF,56,301,B6,2013-06-11,on_time,2013-06-11T16:00:00Z
2105,2075,EWR,DFW,194,1372,AA,2013-03-07,late,2013-03-08T00:00:00Z
2251,1203,JFK,SJU,214,1598,B6,2013-08-19,on_time,2013-08-20T02:00:00Z
939,1098,LGA,MKE,120,738,WN,2013-06-25,on_time,2013-06-25T13:00:00Z
1248,316,JFK,SYR,47,209,B6,2013-11-27,late,2013-11-27T17:00:00Z
1443,262,EWR,PBI,154,1023,UA,2013-12-23,late,2013-12-23T19:00:00Z
1232,1131,LGA,DTW,100,502,DL,2013-01-09,on_time,2013-01-09T17:00:00Z
1037,4322,EWR,MKE,115,725,EV,2013-03-04,on_time,2013-03-04T15:00:00Z
752,2118,LGA,BOS,41,184,US,2013-05-31,on_time,2013-05-31T12:00:00Z
1834,237,EWR,DEN,232,1605,UA,2013-11-15,on_time,2013-11-15T23:00:00Z
850,2179,EWR,DTW,84,488,DL,2013-05-12,on_time,2013-05-12T12:00:00Z
1553,2922,JFK,MSP,153,1029,9E,2013-12-01,on_time,2013-12-01T21:00:00Z
1723,1078,EWR,SAT,199,1569,UA,2013-09-30,on_time,2013-09-30T21:00:00Z
928,4608,LGA,CLE,64,419,EV,2013-05-05,on_time,2013-05-05T13:00:00Z
1655,257,JFK,LAS,292,2248,AA,2013-05-05,on_time,2013-05-05T21:00:00Z
2139,1066,EWR,BOS,37,200,UA,2013-02-27,on_time,2013-02-28T02:00:00Z
1455,4103,EWR,DCA,42,199,EV,2013-07-18,on_time,2013-07-18T18:00:00Z
1907,2391,JFK,TPA,157,1005,DL,2013-04-14,on_time,2013-04-14T23:00:00Z
846,313,LGA,ORD,103,733,AA,2013-08-24,on_time,2013-08-24T12:00:00Z
1510,3433,JFK,DCA,49,213,MQ,2013-08-17,on_time,2013-08-17T19:00:00Z
2039,3367,JFK,CVG,80,589,9E,2013-08-25,on_time,2013-08-26T00:00:00Z
1316,5386,EWR,MSP,132,1008,EV,2013-05-22,late,2013-05-22T15:00:00Z
804,3531,LGA,RDU,73,431,MQ,2013-12-16,on_time,2013-12-16T13:00:00Z
1454,6049,EWR,IAD,45,212,EV,2013-07-29,on_time,2013-07-29T18:00:00Z
2157,4498,EWR,PWM,46,284,EV,2013-07-31,on_time,2013-08-01T01:00:00Z
905,874,LGA,MIA,154,1096,DL,2013-07-29,on_time,2013-07-29T13:00:00Z
724,831,LGA,DTW,93,502,DL,2013-10-17,on_time,2013-10-17T11:00:00Z
1743,1999,EWR,MIA,138,1085,AA,2013-05-14,on_time,2013-05-14T21:00:00Z
1454,286,JFK,ROC,50,264,B6,2013-07-11,late,2013-07-11T17:00:00Z
1540,1779,LGA,FLL,177,1076,DL,2013-06-23,late,2013-06-23T18:00:00Z
859,647,JFK,MIA,159,1089,AA,2013-04-14,on_time,2013-04-14T13:00:00Z
1750,2949,JFK,BNA,99,765,MQ,2013-06-21,late,2013-06-21T20:00:00Z
2053,105,JFK,ORD,110,740,B6,2013-07-04,on_time,2013-07-05T00:00:00Z
833,1025,JFK,TPA,146,1005,B6,2013-11-23,on_time,2013-11-23T13:00:00Z
1424,5745,LGA,IAD,50,229,EV,2013-04-13,on_time,2013-04-13T18:00:00Z
1903,212,EWR,SFO,330,2565,UA,2013-07-23,late,2013-07-23T21:00:00Z
927,215,EWR,SJU,200,1608,B6,2013-03-13,on_time,2013-03-13T13:00:00Z
714,825,JFK,FLL,172,1069,AA,2013-01-18,on_time,2013-01-18T12:00:00Z
1159,3461,LGA,BNA,100,764,MQ,2013-09-18,on_time,2013-09-18T16:00:00Z
1950,65,JFK,ABQ,244,1826,B6,2013-10-26,on_time,2013-10-26T23:00:00Z
1738,4191,EWR,BNA,116,748,EV,2013-11-09,on_time,2013-11-09T22:00:00Z
1726,1999,EWR,MIA,137,1085,AA,2013-05-16,on_time,2013-05-16T21:00:00Z
1554,3820,EWR,SDF,120,642,EV,2013-01-20,on_time,2013-01-20T21:00:00Z
1501,759,LGA,DFW,205,1389,AA,2013-01-22,on_time,2013-01-22T20:00:00Z
851,1643,EWR,DEN,203,1605,UA,2013-07-12,on_time,2013-07-12T12:00:00Z
2020,1854,LGA,FLL,153,1076,DL,2013-06-23,late,2013-06-23T23:00:00Z
2000,4033,LGA,TYS,120,647,9E,2013-02-12,on_time,2013-02-13T01:00:00Z
1747,841,JFK,SFO,341,2586,DL,2013-06-12,on_time,2013-06-12T21:00:00Z
1907,2159,JFK,MCO,118,944,DL,2013-10-01,on_time,2013-10-01T23:00:00Z
1749,1307,JFK,IAD,55,228,B6,2013-01-15,on_time,2013-01-15T22:00:00Z
4,11,JFK,FLL,166,1069,B6,2013-03-01,late,2013-03-02T02:00:00Z
956,197,JFK,LAS,312,2248,B6,2013-01-21,on_time,2013-01-21T14:00:00Z
1507,377,LGA,FLL,142,1076,B6,2013-05-25,on_time,2013-05-25T18:00:00Z
1758,449,EWR,CLT,89,529,US,2013-02-25,late,2013-02-25T22:00:00Z
621,575,EWR,ATL,97,746,DL,2013-05-14,on_time,2013-05-14T10:00:00Z
1119,1010,LGA,DEN,231,1620,UA,2013-10-31,on_time,2013-10-31T15:00:00Z
1608,538,EWR,DEN,241,1605,UA,2013-03-23,late,2013-03-23T19:00:00Z
657,453,JFK,PBI,146,1028,B6,2013-08-17,on_time,2013-08-17T10:00:00Z
1931,1225,EWR,PBI,140,1023,UA,2013-11-13,on_time,2013-11-14T00:00:00Z
1002,1623,EWR,MCO,152,937,UA,2013-02-05,on_time,2013-02-05T15:00:00Z
611,273,LGA,MDW,110,725,WN,2013-07-24,on_time,2013-07-24T10:00:00Z
843,1025,LGA,IAH,225,1416,UA,2013-11-15,on_time,2013-11-15T13:00:00Z
1755,359,JFK,BUR,334,2465,B6,2013-09-19,on_time,2013-09-19T22:00:00Z
2036,4536,EWR,CVG,89,569,EV,2013-10-04,on_time,2013-10-05T00:00:00Z
2108,4700,EWR,CLT,79,529,EV,2013-08-11,on_time,2013-08-12T01:00:00Z
1541,843,JFK,ATL,126,760,DL,2013-11-01,on_time,2013-11-01T19:00:00Z
1949,3470,JFK,CVG,85,589,9E,2013-10-13,on_time,2013-10-13T23:00:00Z
1834,299,LGA,MCO,160,950,B6,2013-12-30,late,2013-12-30T22:00:00Z
2047,471,EWR,SFO,335,2565,UA,2013-08-29,on_time,2013-08-30T00:00:00Z
2008,1117,LGA,TPA,158,1010,B6,2013-10-20,late,2013-10-20T20:00:00Z
1944,1973,EWR,CLT,77,529,US,2013-03-08,late,2013-03-08T23:00:00Z
1445,3199,LGA,CLT,93,544,MQ,2013-12-27,on_time,2013-12-27T19:00:00Z
1031,1879,LGA,MIA,152,1096,AA,2013-08-21,on_time,2013-08-21T14:00:00Z
1916,1691,EWR,DFW,186,1372,AA,2013-08-19,on_time,2013-08-19T23:00:00Z
1331,3832,EWR,STL,134,872,EV,2013-04-17,on_time,2013-04-17T17:00:00Z
855,1357,JFK,SJU,208,1598,AA,2013-07-01,on_time,2013-07-01T13:00:00Z
1522,1498,LGA,CLT,89,544,US,2013-03-27,on_time,2013-03-27T19:00:00Z
1448,575,JFK,MSY,148,1182,B6,2013-09-14,on_time,2013-09-14T18:00:00Z
1845,711,JFK,LAS,291,2248,B6,2013-09-11,late,2013-09-11T22:00:00Z
1433,414,EWR,TPA,138,997,UA,2013-05-06,late,2013-05-06T15:00:00Z
1049,655,EWR,BOS,33,200,UA,2013-02-05,on_time,2013-02-05T15:00:00Z
2148,695,LGA,ORD,116,733,UA,2013-04-24,late,2013-04-25T00:00:00Z
1339,3638,JFK,PHL,36,94,9E,2013-04-30,late,2013-04-30T17:00:00Z
653,4122,EWR,SDF,98,642,EV,2013-04-05,on_time,2013-04-05T10:00:00Z
1453,5675,EWR,CMH,75,463,EV,2013-09-18,on_time,2013-09-18T18:00:00Z
1726,532,EWR,BOS,42,200,UA,2013-08-26,on_time,2013-08-26T21:00:00Z
2122,1271,LGA,FLL,145,1076,B6,2013-12-05,late,2013-12-06T00:00:00Z
1133,4255,EWR,CHS,105,628,EV,2013-02-19,late,2013-02-19T15:00:00Z
756,4214,EWR,MSP,166,1008,EV,2013-01-18,on_time,2013-01-18T13:00:00Z
1541,2793,JFK,CMH,79,483,MQ,2013-12-24,on_time,2013-12-24T20:00:00Z
1119,1143,EWR,PBI,143,1023,UA,2013-11-23,on_time,2013-11-23T16:00:00Z
1153,1303,JFK,IAD,42,228,B6,2013-05-01,on_time,2013-05-01T16:00:00Z
1319,456,JFK,PHX,359,2153,US,2013-12-08,late,2013-12-08T18:00:00Z
904,874,LGA,MIA,147,1096,DL,2013-07-11,on_time,2013-07-11T13:00:00Z
1428,5968,LGA,IAD,46,229,EV,2013-01-27,on_time,2013-01-27T19:00:00Z
1410,1602,EWR,IAH,190,1400,UA,2013-03-29,on_time,2013-03-29T17:00:00Z
2245,608,JFK,PWM,51,273,B6,2013-02-01,on_time,2013-02-02T03:00:00Z
1748,580,EWR,HOU,192,1411,WN,2013-07-11,on_time,2013-07-11T21:00:00Z
2025,15,JFK,FLL,161,1069,B6,2013-06-13,late,2013-06-13T20:00:00Z
954,1267,EWR,RSW,183,1068,UA,2013-04-22,on_time,2013-04-22T14:00:00Z
1545,2889,LGA,PHL,47,96,YV,2013-11-16,on_time,2013-11-16T20:00:00Z
813,1101,EWR,CLT,83,529,US,2013-07-02,on_time,2013-07-02T12:00:00Z
1727,327,EWR,MCO,133,937,B6,2013-11-18,on_time,2013-11-18T22:00:00Z
717,1381,EWR,DFW,173,1372,AA,2013-09-11,on_time,2013-09-11T11:00:00Z
1930,2187,LGA,DCA,62,214,US,2013-07-19,late,2013-07-19T23:00:00Z
1728,6065,EWR,IND,100,645,EV,2013-09-16,late,2013-09-16T21:00:00Z
1908,2454,JFK,DEN,218,1626,DL,2013-07-07,late,2013-07-07T23:00:00Z
1425,71,JFK,FLL,156,1069,B6,2013-05-17,on_time,2013-05-17T18:00:00Z
1958,695,LGA,ORD,104,733,UA,2013-09-29,on_time,2013-09-30T00:00:00Z
1443,991,JFK,PBI,145,1028,B6,2013-04-07,late,2013-04-07T17:00:00Z
728,1975,EWR,BNA,125,748,WN,2013-12-24,on_time,2013-12-24T12:00:00Z
1529,85,JFK,SFO,324,2586,AA,2013-08-27,on_time,2013-08-27T19:00:00Z
1213,1386,JFK,ROC,51,264,B6,2013-11-18,on_time,2013-11-18T17:00:00Z
1552,2922,JFK,MSP,170,1029,9E,2013-11-29,on_time,2013-11-29T21:00:00Z
1311,802,EWR,CLT,92,529,US,2013-12-27,on_time,2013-12-27T18:00:00Z
613,4518,LGA,RDU,60,431,MQ,2013-01-07,on_time,2013-01-07T11:00:00Z
1534,1632,EWR,SFO,366,2565,UA,2013-06-14,on_time,2013-06-14T19:00:00Z
1142,1174,LGA,PBI,147,1035,DL,2013-10-17,on_time,2013-10-17T15:00:00Z
843,4509,EWR,PWM,43,284,EV,2013-06-29,on_time,2013-06-29T12:00:00Z
1749,299,LGA,MCO,147,950,B6,2013-11-02,on_time,2013-11-02T21:00:00Z
1635,133,JFK,LAX,334,2475,AA,2013-03-17,late,2013-03-17T19:00:00Z
1715,36,JFK,ROC,47,264,B6,2013-02-07,on_time,2013-02-07T22:00:00Z
816,2906,JFK,BUF,65,301,9E,2013-11-12,on_time,2013-11-12T13:00:00Z
1543,1982,LGA,MIA,143,1096,DL,2013-04-23,on_time,2013-04-23T19:00:00Z
1848,926,EWR,ATL,104,746,DL,2013-11-24,on_time,2013-11-24T23:00:00Z
2057,2363,JFK,LAX,359,2475,DL,2013-05-05,on_time,2013-05-06T01:00:00Z
1846,4411,EWR,MEM,153,946,EV,2013-01-22,late,2013-01-22T21:00:00Z
751,2047,LGA,ATL,114,762,DL,2013-03-01,on_time,2013-03-01T12:00:00Z
1209,255,LGA,ORD,131,733,UA,2013-08-07,on_time,2013-08-07T16:00:00Z
1938,361,LGA,ORD,122,733,AA,2013-04-05,on_time,2013-04-05T23:00:00Z
744,807,EWR,ATL,128,746,DL,2013-01-02,on_time,2013-01-02T12:00:00Z
816,487,JFK,CLT,86,541,US,2013-02-24,on_time,2013-02-24T13:00:00Z
1839,1643,JFK,SEA,330,2422,DL,2013-03-06,on_time,2013-03-06T23:00:00Z
854,505,JFK,SFO,364,2586,UA,2013-11-16,on_time,2013-11-16T14:00:00Z
1444,759,LGA,DFW,192,1389,AA,2013-07-30,on_time,2013-07-30T18:00:00Z
828,4537,EWR,MEM,143,946,EV,2013-08-19,on_time,2013-08-19T12:00:00Z
1200,2451,JFK,BOS,33,187,DL,2013-10-18,on_time,2013-10-18T16:00:00Z
1758,4626,LGA,CMH,79,479,MQ,2013-01-25,on_time,2013-01-25T23:00:00Z
1352,505,EWR,FLL,163,1065,B6,2013-12-27,late,2013-12-27T18:00:00Z
1456,2132,LGA,BOS,41,184,US,2013-02-23,on_time,2013-02-23T20:00:00Z
800,1271,JFK,FLL,142,1069,DL,2013-07-21,on_time,2013-07-21T12:00:00Z
1029,19,JFK,LAX,334,2475,AA,2013-12-15,on_time,2013-12-15T15:00:00Z
2356,1503,JFK,SJU,196,1598,B6,2013-07-16,on_time,2013-07-17T03:00:00Z
2129,4206,EWR,BTV,42,266,EV,2013-03-11,on_time,2013-03-12T01:00:00Z
1538,446,EWR,MIA,150,1085,UA,2013-10-09,late,2013-10-09T18:00:00Z
1519,745,LGA,DEN,232,1620,UA,2013-11-07,on_time,2013-11-07T20:00:00Z
